document,label
i finished this book feeling all gloomy because her emo personality apparently rubbed off on me,sadness
i feel so annoyed,anger
i feel like im tortured like years ago,fear
i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,sadness
i feel we will all be more compassionate gentle and understanding humans as a result of this trial,love
i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,sadness
i would put them and their feelings before mine which is why i said it is mad,anger
i am feeling shaky and tired i feel like i do when i go on a long run without eating and come home and just really wanting a banana or some gatorade,fear
i didnt know what to feel except ashamed of myself for not feeling sorrow,sadness
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,love
i am feeling a bit nostalgic so decided to take a tour through my memory lane,love
i have been so busy i feel like i have free time at home,joy
i suppose i am a bit on occasion but now ive become this horrible annoying person and i feel so strange about it,fear
i went on a bit of an auster binge after that and i remember feeling particularly fond of mr vertigo which is about a boy who learns to fly,love
i am looking forward to a great year in i am feeling very optimistic after a very hard yet busy,joy
i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,joy
i feel that noleans probably lacks a lot of the diy art and music stuff that id go sorta neurotic wihtout,fear
i would not feel as shaken if i were appreciated for at least a tiny bit,fear
